id,name,description,url,stars,language,num_forks,open_issues
561730219,helloalgo,Hello Python C Java C Swift JS TS Dart Rust C Zig English edition ongoing,https://api.github.com/repos/krahets/hello-algo,61968,Java,7636,15
81975372,interviews,need know job,https://api.github.com/repos/kdn251/interviews,61227,Java,12772,111
63477660,Java,Algorithms implemented Java,https://api.github.com/repos/TheAlgorithms/Java,55719,Java,19057,54
1148753,springframework,Spring Framework,https://api.github.com/repos/spring-projects/spring-framework,54409,Java,37485,349
20300177,guava,Google core libraries Java,https://api.github.com/repos/google/guava,49046,Java,10992,727
173228436,ghidra,Ghidra software reverse engineering SRE framework,https://api.github.com/repos/NationalSecurityAgency/ghidra,46084,Java,5525,1496
892275,retrofit,typesafe HTTP client Android JVM,https://api.github.com/repos/square/retrofit,42396,Java,7404,157
4710920,dubbo,java implementation Apache Dubbo RPC microservice framework,https://api.github.com/repos/apache/dubbo,39790,Java,26433,961
19148949,MPAndroidChart,powerful Android chart view graph view library supporting line bar pie radar bubble candlestick charts scaling panning animations,https://api.github.com/repos/PhilJay/MPAndroidChart,37114,Java,9095,2158
159152904,jeecgboot,SpringBoot 2x3xSpringCloudAnt DesignVueMybatisShiroJWT OnlineCodingMERGEJava70,https://api.github.com/repos/jeecgboot/jeecg-boot,37029,Java,14235,54
44662669,dbeaver,Free universal database tool SQL client,https://api.github.com/repos/dbeaver/dbeaver,35966,Java,3224,1971
70198875,lottieandroid,Render Effects animations natively Android iOS Web React Native,https://api.github.com/repos/airbnb/lottie-android,34521,Java,5444,20
146633589,arthas,Alibaba Java Diagnostic Tool ArthasAlibaba JavaArthas,https://api.github.com/repos/alibaba/arthas,34272,Java,7367,350
267775629,helloalgorithm,star ChatGPT,https://api.github.com/repos/geekxh/hello-algorithm,34226,Java,6498,9
11267509,glide,image loading caching library Android focused smooth scrolling,https://api.github.com/repos/bumptech/glide,34207,Java,6157,499
64558143,AndroidUtilCode,fire Android developers collect following utilsupdating,https://api.github.com/repos/Blankj/AndroidUtilCode,32798,Java,10706,289
1064563,netty,Netty project eventdriven asynchronous network application framework,https://api.github.com/repos/netty/netty,32421,Java,15764,614
2562751,zxing,ZXing Zebra Crossing barcode scanning library Java Android,https://api.github.com/repos/zxing/zxing,31980,Java,9476,4
110211147,springbootdemo,Spring Boot,https://api.github.com/repos/xkcoding/spring-boot-demo,31531,Java,10736,127
7613257,selenium,browser automation framework ecosystem,https://api.github.com/repos/SeleniumHQ/selenium,28783,Java,8018,177
44804216,termuxapp,Termux terminal emulator application Android OS extendible variety packages,https://api.github.com/repos/termux/termux-app,28734,Java,3213,348
137451403,nacos,easytouse dynamic service discovery configuration service management platform building cloud native applications,https://api.github.com/repos/alibaba/nacos,28514,Java,12498,248
2700159,druid,DataWorkshttpshelpaliyuncomdocumentdetail137663html,https://api.github.com/repos/alibaba/druid,27535,Java,8591,2173
41889031,NewPipe,libre lightweight streaming frontend Android,https://api.github.com/repos/TeamNewPipe/NewPipe,27452,Java,2921,1242
131789494,SpringAll,Spring BootSpring Boot ShiroSpring BatchSpring CloudSpring Cloud AlibabaSpring Security Spring Security OAuth2Springhttpsmrbirdcc,https://api.github.com/repos/wuyouzhuguli/SpringAll,27416,Java,8029,32
7587038,canal,MySQL binlog,https://api.github.com/repos/alibaba/canal,27372,Java,7541,1026
116237823,vhr,SpringBootVue,https://api.github.com/repos/lenve/vhr,26721,Java,10355,209
47023603,xxljob,distributed task scheduling frameworkXXLJOB,https://api.github.com/repos/xuxueli/xxl-job,26057,Java,10602,1314
148736243,miaosha,,https://api.github.com/repos/qiurunze123/miaosha,25988,Java,6669,1
8575137,butterknife,Bind Android views callbacks fields methods,https://api.github.com/repos/JakeWharton/butterknife,25585,Java,4677,116
2700474,fastjson,FASTJSON 20x released faster secure recommend upgrade,https://api.github.com/repos/alibaba/fastjson,25570,Java,6615,2076
154648112,toBeTopJavaer,Javaer Java,https://api.github.com/repos/hollischuang/toBeTopJavaer,25073,Java,5513,59
2990192,SignalAndroid,private messenger Android,https://api.github.com/repos/signalapp/Signal-Android,24611,Java,6043,319
45721011,skywalking,APM Application Performance Monitoring System,https://api.github.com/repos/apache/skywalking,22988,Java,6451,48
32538871,gson,Java serializationdeserialization library convert Java Objects JSON,https://api.github.com/repos/google/gson,22793,Java,4383,342
5373551,libgdx,DesktopAndroidHTML5iOS Java game development framework,https://api.github.com/repos/libgdx/libgdx,22462,Java,6552,299
20773773,bazel,fast scalable multilanguage extensible build system,https://api.github.com/repos/bazelbuild/bazel,22007,Java,4011,1967
332357698,ruoyivuepro,RuoYiVue Pro Spring Boot MyBatis Plus Vue Element RBAC SaaS Flowable Star,https://api.github.com/repos/YunaiV/ruoyi-vue-pro,21867,Java,4618,9
128018428,Sentinel,powerful flow control component enabling reliability resilience monitoring microservices,https://api.github.com/repos/alibaba/Sentinel,21763,Java,7927,795
20818126,ExoPlayer,extensible media player Android,https://api.github.com/repos/google/ExoPlayer,21345,Java,6099,712
161757837,eladmin,eladmin jpa Spring Boot 264 Jpa Spring SecurityRedisVue RBAC,https://api.github.com/repos/elunez/eladmin,20575,Java,7264,13
89822531,Mindustry,automation tower defense RTS,https://api.github.com/repos/Anuken/Mindustry,20481,Java,2781,179
75164823,rocketmq,Apache RocketMQ cloud native messaging streaming platform making simple build eventdriven applications,https://api.github.com/repos/apache/rocketmq,20287,Java,11455,461
6834703,FizzBuzzEnterpriseEdition,FizzBuzz Enterprise Edition nononsense implementation FizzBuzz businessmen business purposes,https://api.github.com/repos/EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,20146,Java,754,467
144705602,DoKit,,https://api.github.com/repos/didi/DoKit,19849,Java,3095,244
73614722,GSYVideoPlayer,IJKplayerExoPlayerMediaPlayerHTTPSgifrotation90270 rtspconcatmpeg,https://api.github.com/repos/CarGuo/GSYVideoPlayer,19458,Java,4153,17
49876476,shardingsphere,Distributed SQL transaction query engine data sharding scaling encryption database,https://api.github.com/repos/apache/shardingsphere,19234,Java,6635,1227
8205602,mybatis3,MyBatis SQL mapper framework Java,https://api.github.com/repos/mybatis/mybatis-3,19229,Java,12724,207
11125589,keycloak,Open Source Identity Access Management Modern Applications Services,https://api.github.com/repos/keycloak/keycloak,18997,Java,6099,2124
126365965,litemall,litemall Spring Boot Vue Vue,https://api.github.com/repos/linlinjava/litemall,18664,Java,7168,30
7010724,cat,CAT Java CC Nodejs Python MVCRPC,https://api.github.com/repos/dianping/cat,18319,Java,5409,181
3766706,Apktool,tool reverse engineering Android apk files,https://api.github.com/repos/iBotPeaches/Apktool,18270,Java,3553,52
148496687,SpringBootLabs,Spring Boot 2XSpring CloudSpring Cloud AlibabaDubbo Star 1024,https://api.github.com/repos/yudaocode/SpringBoot-Labs,18108,Java,5808,44
594155488,StirlingPDF,locally hosted web application allows perform operations PDF files,https://api.github.com/repos/Stirling-Tools/Stirling-PDF,17685,Java,1202,122
87624870,SpringCloudLearning,Spring Cloud,https://api.github.com/repos/forezp/SpringCloudLearning,17652,Java,8139,48
31533997,fresco,Android library managing images memory use,https://api.github.com/repos/facebook/fresco,17026,Java,3791,234
67481986,tinker,Tinker hotfix solution library Android supports dex library resources update reinstall apk,https://api.github.com/repos/Tencent/tinker,16996,Java,3350,516
5901900,disruptor,High Performance InterThread Messaging Library,https://api.github.com/repos/LMAX-Exchange/disruptor,16836,Java,3929,16
2862290,AndroidUniversalImageLoader,Powerful flexible library loading caching displaying images Android,https://api.github.com/repos/nostra13/Android-Universal-Image-Loader,16810,Java,6180,452
69953445,zheng,SpringSpringMVCMybatisJ2EE,https://api.github.com/repos/shuzheng/zheng,16617,Java,7451,78
4576305,zipkin,Zipkin distributed tracing system,https://api.github.com/repos/openzipkin/zipkin,16594,Java,3104,196
74359442,APIJSON,ORM JSON JSON Transmission Protocol ORM Library provides APIs Docs writing code,https://api.github.com/repos/Tencent/APIJSON,16339,Java,2074,259
85371262,Algorithms,collection algorithms data structures,https://api.github.com/repos/williamfiset/Algorithms,16212,Java,4226,106
81057842,springbootlearningexample,spring boot spring boot,https://api.github.com/repos/JeffLi1993/springboot-learning-example,15917,Java,7142,53
23096959,,programming language,https://api.github.com/repos/golang/go,117687,Go,17693,9112
21540759,awesomego,curated list awesome frameworks libraries software,https://api.github.com/repos/avelino/awesome-go,116349,Go,11664,194
20580498,kubernetes,ProductionGrade Container Scheduling Management,https://api.github.com/repos/kubernetes/kubernetes,105020,Go,39110,2768
48378947,frp,fast reverse proxy help expose local server NAT firewall internet,https://api.github.com/repos/fatedier/frp,77036,Go,12571,96
20904437,gin,Gin HTTP web framework written Golang features Martinilike API better performance 40 times faster need smashing performance Gin,https://api.github.com/repos/gin-gonic/gin,74116,Go,7878,759
11180687,hugo,worlds fastest framework building websites,https://api.github.com/repos/gohugoio/hugo,71226,Go,7556,498
7691631,moby,Moby Project collaborative project container ecosystem assemble containerbased systems,https://api.github.com/repos/moby/moby,67331,Go,19041,3333
14712850,syncthing,Open Source Continuous File Synchronization,https://api.github.com/repos/syncthing/syncthing,57997,Go,4075,352
13807606,fzf,cherryblossom commandline fuzzy finder,https://api.github.com/repos/junegunn/fzf,57375,Go,2312,351
29207621,caddy,Fast extensible multiplatform HTTP123 web server automatic HTTPS,https://api.github.com/repos/caddyserver/caddy,52078,Go,3957,143
6838921,prometheus,Prometheus monitoring system time series database,https://api.github.com/repos/prometheus/prometheus,51685,Go,8765,945
163883279,act,Run GitHub Actions locally,https://api.github.com/repos/nektos/act,47448,Go,1220,212
42408804,traefik,Cloud Native Application Proxy,https://api.github.com/repos/traefik/traefik,46642,Go,4861,671
11225014,etcd,Distributed reliable keyvalue store critical data distributed system,https://api.github.com/repos/etcd-io/etcd,45697,Go,9689,274
15452919,goethereum,Official implementation Ethereum protocol,https://api.github.com/repos/ethereum/go-ethereum,44754,Go,19995,331
138547797,mkcert,simple zeroconfig tool locally trusted development certificates names youd like,https://api.github.com/repos/FiloSottile/mkcert,44602,Go,2403,134
41912791,v2raycore,platform building proxies bypass network restrictions,https://api.github.com/repos/v2ray/v2ray-core,44378,Go,9085,24
16752620,gogs,Gogs painless selfhosted Git service,https://api.github.com/repos/gogs/gogs,43766,Go,4926,908
29261473,minio,Object Store AI Data Infrastructure,https://api.github.com/repos/minio/minio,42998,Go,5141,50
134017286,lazygit,simple terminal UI git commands,https://api.github.com/repos/jesseduffield/lazygit,42703,Go,1644,600
5271882,buildwebapplicationwithgolang,golang ebook intro build web golang,https://api.github.com/repos/astaxie/build-web-application-with-golang,42679,Go,10839,128
17803236,rclone,rsync cloud storage Google Drive S3 Dropbox Backblaze B2 Drive Swift Hubic Wasabi Google Cloud Storage Yandex Files,https://api.github.com/repos/rclone/rclone,42645,Go,3969,989
133251103,dive,tool exploring layer docker image,https://api.github.com/repos/wagoodman/dive,42477,Go,1644,158
72495579,gitea,Git cup tea Painless selfhosted allinone software development service including Git hosting code review team collaboration package registry CICD,https://api.github.com/repos/go-gitea/gitea,40558,Go,5145,2615
17728164,terraform,Terraform enables safely predictably create change improve infrastructure sourceavailable tool codifies APIs declarative configuration files shared team members treated code edited reviewed versioned,https://api.github.com/repos/hashicorp/terraform,40308,Go,9386,1937
61137153,esbuild,extremely fast bundler web,https://api.github.com/repos/evanw/esbuild,36783,Go,1102,392
658928958,ollama,running Llama 2 Mistral large language models locally,https://api.github.com/repos/ollama/ollama,36272,Go,2382,603
41986369,tidb,TiDB opensource cloudnative distributed MySQLCompatible database elastic scale realtime analytics Try AIpowered Chat2Query free httpstidbcloudcomfreetrial,https://api.github.com/repos/pingcap/tidb,35691,Go,5750,4569
12574344,cobra,Commander modern CLI interactions,https://api.github.com/repos/spf13/cobra,35111,Go,2853,259
323965659,alist,file listWebDAV program supports multiple storages powered Gin Solidjs WebDAV Gin Solidjs,https://api.github.com/repos/alist-org/alist,34985,Go,4758,119
13855476,gorm,fantastic ORM library Golang aims developer friendly,https://api.github.com/repos/go-gorm/gorm,34768,Go,3860,285
212613049,cli,GitHubs official command line tool,https://api.github.com/repos/cli/cli,34520,Go,5955,532
74175805,istio,Connect secure control observe services,https://api.github.com/repos/istio/istio,34359,Go,7552,558
24268127,nvmwindows,nodejs version management utility Windows Ironically written,https://api.github.com/repos/coreybutler/nvm-windows,33232,Go,3206,79
187335810,lazydocker,lazier way manage docker,https://api.github.com/repos/jesseduffield/lazydocker,32310,Go,1126,115
15045751,compose,Define run multicontainer applications Docker,https://api.github.com/repos/docker/compose,31788,Go,5204,221
510607652,pocketbase,Open Source realtime backend 1 file,https://api.github.com/repos/pocketbase/pocketbase,31462,Go,1420,38
119160553,photoprism,AIPowered Photos App Decentralized Web,https://api.github.com/repos/photoprism/photoprism,31421,Go,1743,427
97533102,LeetCodeGo,Solutions LeetCode 100 test coverage runtime beats 100 LeetCode,https://api.github.com/repos/halfrost/LeetCode-Go,31394,Go,5654,18
16607898,gitness,Gitness Open Source developer platform Source Control management Continuous Integration Continuous Delivery,https://api.github.com/repos/harness/gitness,31143,Go,2816,129
3577919,beego,beego opensource highperformance web framework programming language,https://api.github.com/repos/beego/beego,30641,Go,5717,14
234231371,fiber,Express inspired web framework written,https://api.github.com/repos/gofiber/fiber,30255,Go,1566,65
31288958,vault,tool secrets management encryption service privileged access management,https://api.github.com/repos/hashicorp/vault,29266,Go,4117,1316
16563587,cockroach,CockroachDB open source cloudnative distributed SQL database,https://api.github.com/repos/cockroachdb/cockroach,28615,Go,3667,5490
156084530,nps,tcpudpsocks5httpsshdnssocks5weba lightweight highperformance powerful intranet penetration proxy server powerful web management terminal,https://api.github.com/repos/ehang-io/nps,28554,Go,5243,477
56353740,minikube,Run Kubernetes locally,https://api.github.com/repos/kubernetes/minikube,27987,Go,4866,996
31504491,echo,High performance minimalist web framework,https://api.github.com/repos/labstack/echo,27839,Go,2274,77
14125254,consul,Consul distributed highly available data center aware solution connect configure applications dynamic distributed infrastructure,https://api.github.com/repos/hashicorp/consul,27553,Go,4440,1286
285864199,gozero,cloudnative microservices framework cli tool productivity,https://api.github.com/repos/zeromicro/go-zero,27007,Go,3815,459
181461073,v2raycore,platform building proxies bypass network restrictions,https://api.github.com/repos/v2fly/v2ray-core,26823,Go,4454,70
30215630,kit,standard library microservices,https://api.github.com/repos/go-kit/kit,25929,Go,2506,46
135516270,k3s,Lightweight Kubernetes,https://api.github.com/repos/k3s-io/k3s,25798,Go,2241,199
107286889,croc,Easily securely send things computer crocodile package,https://api.github.com/repos/schollz/croc,25720,Go,1053,124
43723161,helm,Kubernetes Package Manager,https://api.github.com/repos/helm/helm,25666,Go,6983,632
208728772,milvus,cloudnative vector database storage generation AI applications,https://api.github.com/repos/milvus-io/milvus,25433,Go,2712,630
18369373,viper,configuration fangs,https://api.github.com/repos/spf13/viper,25190,Go,2079,488
50709152,iris,fastest HTTP2 Web Framework New modern easy learn Fast development Code control Unbeatable costperformance ratio rocket,https://api.github.com/repos/kataras/iris,24701,Go,2508,105
4307108,nsq,realtime distributed messaging platform,https://api.github.com/repos/nsqio/nsq,24373,Go,2938,62
436297812,memos,open source lightweight notetaking service Easily capture share great thoughts,https://api.github.com/repos/usememos/memos,24330,Go,1784,85
77144337,faas,OpenFaaS Serverless Functions Simple,https://api.github.com/repos/openfaas/faas,24251,Go,1935,35
167596393,k9s,Kubernetes CLI Manage Clusters Style,https://api.github.com/repos/derailed/k9s,23901,Go,1546,442
23689830,dockerpractice,Learn understand DockerContainer technologies real DevOps practice,https://api.github.com/repos/yeasy/docker_practice,23870,Go,5709,6
13628513,logrus,Structured pluggable logging,https://api.github.com/repos/sirupsen/logrus,23788,Go,2338,71
15315789,Wox,crossplatform launcher simply works,https://api.github.com/repos/Wox-launcher/Wox,23737,Go,2396,158
8900723,ngrok,Introspected tunnels localhost,https://api.github.com/repos/inconshreveable/ngrok,23600,Go,4387,235
48003886,gopatterns,Curated list design patterns recipes idioms,https://api.github.com/repos/tmrts/go-patterns,23573,Go,2201,62
53632140,micro,modern intuitive terminalbased text editor,https://api.github.com/repos/zyedidia/micro,23478,Go,1197,894
122734569,lux,Fast simple video download library CLI tool written,https://api.github.com/repos/iawia002/lux,23147,Go,2681,482
192632000,dapr,Dapr portable eventdriven runtime building distributed applications cloud edge,https://api.github.com/repos/dapr/dapr,22945,Go,1835,434
19205896,restic,Fast secure efficient backup program,https://api.github.com/repos/restic/restic,22783,Go,1441,463
